,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,NPDES_ID,YEARQTR,HLRNC,NUME90Q,NUMCVDT,NUMSVCD,NUMPSCH
40,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20064,N,0,0,0,0
41,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20072,R,0,0,0,0
42,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20081, ,2,0,0,0
43,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20082, ,2,0,0,0
44,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20084,N,0,0,0,0
45,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20091,N,0,0,0,0
46,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20102, ,1,0,0,0
47,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20123,E,11,0,0,0
48,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20124,X,3,0,0,0
49,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20131,X,3,0,0,0
50,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20132,X,9,0,0,0
51,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20133,E,6,0,0,0
52,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20134,N,3,0,0,0
53,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20141,V,4,0,0,0
54,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20142,V,2,0,0,0
55,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20153,V,3,0,0,0
56,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20154,E,6,0,0,0
57,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20161,E,6,0,0,0
58,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20162,E,5,0,0,0
59,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20163,E,10,0,0,0
60,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20164,E,8,0,0,0
61,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20171,E,8,0,0,0
62,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20172,E,9,0,0,0
63,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20173,E,19,0,0,0
64,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20174,E,9,0,0,0
65,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20181,X,4,0,0,0
66,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20182,X,3,0,0,0
67,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20183,E,10,0,0,0
68,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20184,X,12,0,0,0
69,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20191,E,11,0,0,0
70,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20192,E,10,0,0,0
71,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20193,E,8,0,0,0
72,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20194,N,4,0,0,0
73,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20201,N,2,0,0,0
74,IDEAL TRAILER PARK,30.36479000000001,-81.71923000000002,http://echo.epa.gov/detailed-facility-report?fid=110010043826,FL0023426,20202,D,4,0,0,0
75,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20094,W,0,0,0,0
76,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20101,W,0,0,0,0
77,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20102,N,0,0,0,0
78,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20103,R,0,0,0,0
79,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20104,N,0,0,0,0
80,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20111,W,0,0,0,0
81,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20112,W,0,0,0,0
82,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20113,W,0,0,0,0
83,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20114,W,0,0,0,0
84,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20121,W,0,0,0,0
85,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20122,W,0,0,0,0
86,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20123,R,0,0,0,0
87,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20124,W,0,0,0,0
88,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20131,W,0,0,0,0
89,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20132,W,0,0,0,0
90,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20133,R,0,0,0,0
91,JEA WATERSHED,30.329906,-81.657815,http://echo.epa.gov/detailed-facility-report?fid=110039139410,FL0620564,20134,C,0,0,0,0
92,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20144,V,0,0,0,0
93,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20151,W,0,0,0,0
94,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20152,R,0,0,0,0
95,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20153,W,0,0,0,0
96,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20154,R,0,0,0,0
97,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20162,W,0,0,0,0
98,BURKE STREET POND,30.32944,-81.69905,http://echo.epa.gov/detailed-facility-report?fid=110059803789,FL0847844,20163,W,0,0,0,0
99,LOWER EASTSIDE DRAINAGE IMPROV,30.333610999999998,-81.633889,http://echo.epa.gov/detailed-facility-report?fid=110022835547,FLR10AV92,20123,U,0,0,0,0
100,LOWER EASTSIDE DRAINAGE IMPROV,30.333610999999998,-81.633889,http://echo.epa.gov/detailed-facility-report?fid=110022835547,FLR10AV92,20124,U,0,0,0,0
101,RAMONA BOULEVARD HOSPICE,30.31412000000001,-81.7404,http://echo.epa.gov/detailed-facility-report?fid=110024392307,FLR10BR33,20123,U,0,0,0,0
102,RAMONA BOULEVARD HOSPICE,30.31412000000001,-81.7404,http://echo.epa.gov/detailed-facility-report?fid=110024392307,FLR10BR33,20124,U,0,0,0,0
103,STONEWOOD RESERVE,28.645959,-81.49287700000002,http://echo.epa.gov/detailed-facility-report?fid=110024821120,FLR10CQ85,20123,U,0,0,0,0
104,STONEWOOD RESERVE,28.645959,-81.49287700000002,http://echo.epa.gov/detailed-facility-report?fid=110024821120,FLR10CQ85,20124,U,0,0,0,0
105,JOINT HEIRS CHRISTIAN CENTER,30.439,-81.67922,http://echo.epa.gov/detailed-facility-report?fid=110032793984,FLR10DH87,20123,U,0,0,0,0
106,JOINT HEIRS CHRISTIAN CENTER,30.439,-81.67922,http://echo.epa.gov/detailed-facility-report?fid=110032793984,FLR10DH87,20124,U,0,0,0,0
107,SEMINOLE COMMUNITY CHURCH - CH,28.826,-81.34962,http://echo.epa.gov/detailed-facility-report?fid=110027853151,FLR10ED87,20123,U,0,0,0,0
108,SEMINOLE COMMUNITY CHURCH - CH,28.826,-81.34962,http://echo.epa.gov/detailed-facility-report?fid=110027853151,FLR10ED87,20124,U,0,0,0,0
109,UNITED SOUTHERN BANK,29.17125,-81.539278,http://echo.epa.gov/detailed-facility-report?fid=110037314796,FLR10HC86,20134,U,0,0,0,0
110,UNITED SOUTHERN BANK,29.17125,-81.539278,http://echo.epa.gov/detailed-facility-report?fid=110037314796,FLR10HC86,20141,U,0,0,0,0
111,DEWITT EXCAVATING - 441 PITT,28.776590000000002,-81.62427,http://echo.epa.gov/detailed-facility-report?fid=110040343679,FLR10IV26,20161,U,0,0,0,0
112,DEWITT EXCAVATING - 441 PITT,28.776590000000002,-81.62427,http://echo.epa.gov/detailed-facility-report?fid=110040343679,FLR10IV26,20162,U,0,0,0,0
113,DEROOSE PLANTS,28.753740000000004,-81.5064,http://echo.epa.gov/detailed-facility-report?fid=110006824080,FLR10J065,20123,U,0,0,0,0
114,SR-15 (US-17) // FN 2081782520,29.947778000000003,-81.678611,http://echo.epa.gov/detailed-facility-report?fid=110015624403,FLR10K894,20123,U,0,0,0,0
115,FISHER PLANTATION,28.705833000000002,-81.54777800000002,http://echo.epa.gov/detailed-facility-report?fid=110055626489,FLR10MY66,20201,U,0,0,0,0
116,WAWA WEST AIRPORT BLVD,28.786666999999998,-81.284722,http://echo.epa.gov/detailed-facility-report?fid=110056127016,FLR10NB26,20201,U,0,0,0,0
117,DOLLAR GENERAL,30.40725,-81.68609000000002,http://echo.epa.gov/detailed-facility-report?fid=110059791195,FLR10NX51,20201,U,0,0,0,0
118,DOLLAR GENERAL,30.40725,-81.68609000000002,http://echo.epa.gov/detailed-facility-report?fid=110059791195,FLR10NX51,20202,U,0,0,0,0
119,FINFROCK INDUSTRIES INC,28.64126,-81.462312,http://echo.epa.gov/detailed-facility-report?fid=110060366303,FLR10OH64,20202,U,0,0,0,0
120,ROCK SPRINGS RIDGE,28.738333,-81.536389,http://echo.epa.gov/detailed-facility-report?fid=110040320621,FLR10ON39,20202,U,0,0,0,0
121,POE RESERVE,28.682871999999996,-81.531922,http://echo.epa.gov/detailed-facility-report?fid=110067378206,FLR10PW15,20172, ,0,0,3,0
122,POE RESERVE,28.682871999999996,-81.531922,http://echo.epa.gov/detailed-facility-report?fid=110067378206,FLR10PW15,20202,U,0,0,0,0
123,FULL - TILT,28.816667,-81.33184200000002,http://echo.epa.gov/detailed-facility-report?fid=110067436028,FLR10PY54,20172,U,0,0,0,0
124,RIVERPOINT,30.338432,-81.683382,http://echo.epa.gov/detailed-facility-report?fid=110020539443,FLR10Q000,20123,U,0,0,0,0
125,MEADOWBROOK MIDDLE SCHOOL,28.595855,-81.463302,http://echo.epa.gov/detailed-facility-report?fid=110020557084,FLR10R919,20123,U,0,0,0,0
126,THE ESTATES AT PARK CENTRAL CO,28.488398999999998,-81.417334,http://echo.epa.gov/detailed-facility-report?fid=110020550688,FLR10T448,20123,U,0,0,0,0
127,WAWA FLORIDA #5276,30.270099,-81.75578900000002,http://echo.epa.gov/detailed-facility-report?fid=110070064178,FLR20BD14,20174,U,0,0,0,0
128,PRINCETON OAKS,28.559959999999997,-81.41942,http://echo.epa.gov/detailed-facility-report?fid=110070263415,FLR20CF03,20194,U,0,0,0,0
129,PRINCETON OAKS,28.559959999999997,-81.41942,http://echo.epa.gov/detailed-facility-report?fid=110070263415,FLR20CF03,20201,U,0,0,0,0
130,LIL CHAMP #6059,29.63549,-82.31680899999998,http://echo.epa.gov/detailed-facility-report?fid=110037457061,FLG913331,20141,U,0,0,0,0
131,"BRONZ-GLOW TECHNOLOGIES, INC.",30.32903,-81.63176999999997,http://echo.epa.gov/detailed-facility-report?fid=110044251966,FLR05H185,20194, ,0,0,1,0
132,NORTH CAMPUS,30.432570000000002,-81.71568,http://echo.epa.gov/detailed-facility-report?fid=110024813095,FLR10CN06,20123,U,0,0,0,0
133,NORTH CAMPUS,30.432570000000002,-81.71568,http://echo.epa.gov/detailed-facility-report?fid=110024813095,FLR10CN06,20124,U,0,0,0,0
134,BJ'S RESTAURANT & BREWHOUSE,28.48857000000001,-81.42896999999998,http://echo.epa.gov/detailed-facility-report?fid=110027372279,FLR10DZ68,20123,U,0,0,0,0
135,BJ'S RESTAURANT & BREWHOUSE,28.48857000000001,-81.42896999999998,http://echo.epa.gov/detailed-facility-report?fid=110027372279,FLR10DZ68,20124,U,0,0,0,0
136,EAST PUTNAM REGIONAL WATER SYS,29.659184999999997,-81.6494,http://echo.epa.gov/detailed-facility-report?fid=110033172803,FLR10GC89,20132,U,0,0,0,0
137,EAST PUTNAM REGIONAL WATER SYS,29.659184999999997,-81.6494,http://echo.epa.gov/detailed-facility-report?fid=110033172803,FLR10GC89,20133,U,0,0,0,0
138,CR-484 - WIDENING & SHOULDER S,29.444722,-81.974722,http://echo.epa.gov/detailed-facility-report?fid=110037934518,FLR10HT94,20161,U,0,0,0,0
139,CR-484 - WIDENING & SHOULDER S,29.444722,-81.974722,http://echo.epa.gov/detailed-facility-report?fid=110037934518,FLR10HT94,20162,U,0,0,0,0
140,SR 24  207843-1,29.651227000000002,-82.326375,http://echo.epa.gov/detailed-facility-report?fid=110008975314,FLR10J796,20123,U,0,0,0,0
141,ORLANDO EVENTS CENTER STREETSC,28.53925,-81.383861,http://echo.epa.gov/detailed-facility-report?fid=110041267321,FLR10JC31,20161,U,0,0,0,0
142,ORLANDO EVENTS CENTER STREETSC,28.53925,-81.383861,http://echo.epa.gov/detailed-facility-report?fid=110041267321,FLR10JC31,20162,U,0,0,0,0
143,B2 NEW WAREHOUSE,28.504721999999997,-81.449444,http://echo.epa.gov/detailed-facility-report?fid=110040765008,FLR10JD73,20161,U,0,0,0,0
144,B2 NEW WAREHOUSE,28.504721999999997,-81.449444,http://echo.epa.gov/detailed-facility-report?fid=110040765008,FLR10JD73,20162,U,0,0,0,0
145,CHARLES BOOBIE CLARK PARK,30.398583000000002,-81.729028,http://echo.epa.gov/detailed-facility-report?fid=110041959100,FLR10JO14,20161,U,0,0,0,0
146,CHARLES BOOBIE CLARK PARK,30.398583000000002,-81.729028,http://echo.epa.gov/detailed-facility-report?fid=110041959100,FLR10JO14,20162,U,0,0,0,0
147,NEPHRON HIGH BAY WAREHOUSE,28.50475,-81.44948000000002,http://echo.epa.gov/detailed-facility-report?fid=110043752203,FLR10KN70,20172,U,0,0,0,0
148,NEPHRON HIGH BAY WAREHOUSE,28.50475,-81.44948000000002,http://echo.epa.gov/detailed-facility-report?fid=110043752203,FLR10KN70,20173,U,0,0,0,0
149,UF NORTH PARKING AND DEMO,29.67183,-82.29822,http://echo.epa.gov/detailed-facility-report?fid=110044877283,FLR10LD50,20172,U,0,0,0,0
150,UF NORTH PARKING AND DEMO,29.67183,-82.29822,http://echo.epa.gov/detailed-facility-report?fid=110044877283,FLR10LD50,20173,U,0,0,0,0
151,JOHN E FORD K-8 MAGNET SCHOOL UPGRADES,30.33939,-81.67086,http://echo.epa.gov/detailed-facility-report?fid=110044884195,FLR10LE09,20172,U,0,0,0,0
152,JOHN E FORD K-8 MAGNET SCHOOL UPGRADES,30.33939,-81.67086,http://echo.epa.gov/detailed-facility-report?fid=110044884195,FLR10LE09,20173,U,0,0,0,0
153,MERCEDES-BENZ AT MILLENIA,28.489167,-81.435556,http://echo.epa.gov/detailed-facility-report?fid=110015613228,FLR10M056,20123,U,0,0,0,0
154,EAST SOUTHWOOD SUBDIVISION GRAVITY SEWER REHAB,28.47125,-81.43213,http://echo.epa.gov/detailed-facility-report?fid=110054954206,FLR10ME32,20182,U,0,0,0,0
155,EAST SOUTHWOOD SUBDIVISION GRAVITY SEWER REHAB,28.47125,-81.43213,http://echo.epa.gov/detailed-facility-report?fid=110054954206,FLR10ME32,20183,U,0,0,0,0
156,SEMINOLE COUNTY PORT AUTHORITY TANK REMOVAL & INCLOSURE,28.83460800000001,-81.326684,http://echo.epa.gov/detailed-facility-report?fid=110055096541,FLR10MK96,20184,U,0,0,0,0
157,YMCA DOWNTOWN CAMPUS,30.3224,-81.67234,http://echo.epa.gov/detailed-facility-report?fid=110055200189,FLR10ML98,20184,U,0,0,0,0
158,MCDONALDS REST.,28.77688,-81.62428,http://echo.epa.gov/detailed-facility-report?fid=110056131591,FLR10ND51,20141,U,0,0,0,0
159,MCDONALDS REST.,28.77688,-81.62428,http://echo.epa.gov/detailed-facility-report?fid=110056131591,FLR10ND51,20142,U,0,0,0,0
160,ALTAMONTE SPRINGS TO APOPKA RECLAIMED WATERMAIN CONSTRUCTION,28.639794000000002,-81.480742,http://echo.epa.gov/detailed-facility-report?fid=110060359614,FLR10OI56,20202,U,0,0,0,0
161,GAINESVILLE AIRPORT TERMINAL EXPANSION,29.676915,-82.273593,http://echo.epa.gov/detailed-facility-report?fid=110063608797,FLR10OP77,20202,U,0,0,0,0
162,PRINCE CONTRACTING INC.,28.70683,-81.56169,http://echo.epa.gov/detailed-facility-report?fid=110064753459,FLR10PH61,20181,U,0,0,0,0
163,PRINCE CONTRACTING INC.,28.70683,-81.56169,http://echo.epa.gov/detailed-facility-report?fid=110064753459,FLR10PH61,20182,U,0,0,0,0
164,MORSE LANDING,30.233361,-81.759333,http://echo.epa.gov/detailed-facility-report?fid=110020553621,FLR10R806,20123,U,0,0,0,0
165,BEACON POINTE AT KIRKMAN ROAD,28.532059999999998,-81.45912,http://echo.epa.gov/detailed-facility-report?fid=110020556968,FLR10R907,20123,U,0,0,0,0
166,ROSEVILLE FARMS LLC,28.72748,-81.56414000000002,http://echo.epa.gov/detailed-facility-report?fid=110070103149,FLR10RE43,20181,U,0,0,0,0
167,OLD WINTER GARDEN ROAD LANDSCAPE CENTER,28.5452,-81.4436,http://echo.epa.gov/detailed-facility-report?fid=110070501248,FLR10SC83,20193,U,0,0,0,0
168,OLD WINTER GARDEN ROAD LANDSCAPE CENTER,28.5452,-81.4436,http://echo.epa.gov/detailed-facility-report?fid=110070501248,FLR10SC83,20194,U,0,0,0,0
169,E2V29 SR10 BEAVER ST,30.3364,-81.676,http://echo.epa.gov/detailed-facility-report?fid=110070064400,FLR20BF82,20184,U,0,0,0,0
170,CORAL FARMS SOLAR ENERGY CENTER,29.7569,-81.8963,http://echo.epa.gov/detailed-facility-report?fid=110070064612,FLR20BI25,20182,U,0,0,0,0
171,TAPESTRY WESTLAND VILLAGE APARTMENTS,30.204411,-81.74874100000002,http://echo.epa.gov/detailed-facility-report?fid=110070546831,FLR20CT67,20194, ,0,0,2,0
172,U-HAUL COMPANY OF NORTHERN FL.,30.308740000000004,-81.74167,http://echo.epa.gov/detailed-facility-report?fid=110006778978,FLU961846,20104,S,0,0,0,0
