,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,PGM_SYS_ID,ACTIVITY_ID,STATE_EPA_FLAG,ACTIVITY_TYPE_CODE,ACTIVITY_TYPE_DESC,COMP_MONITOR_TYPE_CODE,COMP_MONITOR_TYPE_DESC,ACTUAL_END_DATE,PROGRAM_CODES
20,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FL0000001201900057,3401295957,S,INS,Inspection/Evaluation,PCE,PCE On-Site,09-15-2011,CAASIP
21,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FL0000001201900057,3401295958,S,INS,Inspection/Evaluation,PCE,PCE On-Site,09-18-2012,CAASIP
22,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FL0000001201900057,3401295959,S,INS,Inspection/Evaluation,FOO,FCE On-Site,09-13-2011,CAASIP
23,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FL0000001201900057,3600916618,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-20-2017,"CAANSPS, CAASIP"
24,HANSON PIPE & PRECAST - GREEN COVE SPRINGS,29.971225,-81.677308,http://echo.epa.gov/detailed-facility-report?fid=110022411184,FL0000001201900057,3601053229,S,INS,Inspection/Evaluation,FOO,FCE On-Site,05-23-2017,"CAANSPS, CAASIP"
25,HOLLAND MARINE INC/THOMAS J HOLLAND,29.988473,-81.662162,http://echo.epa.gov/detailed-facility-report?fid=110039628141,FL0000001201900075,3401295987,S,INS,Inspection/Evaluation,PCE,PCE On-Site,03-10-2010,CAASIP
26,HOLLAND MARINE INC/THOMAS J HOLLAND,29.988473,-81.662162,http://echo.epa.gov/detailed-facility-report?fid=110039628141,FL0000001201900075,3401295988,S,INS,Inspection/Evaluation,PCE,PCE On-Site,02-24-2011,CAASIP
27,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241966,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-12-1992,CAASIP
28,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241967,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-12-1992,"CAANSPS, CAASIP"
29,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241968,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
30,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241969,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
31,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241970,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
32,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241971,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
33,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241972,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
34,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241973,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
35,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241974,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
36,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241975,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
37,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241976,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
38,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241977,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
39,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241978,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
40,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241979,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
41,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241980,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
42,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241981,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
43,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241982,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,CAASIP
44,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241983,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1992,"CAANSPS, CAASIP"
45,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241984,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-16-1993,CAASIP
46,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241985,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-16-1993,"CAANSPS, CAASIP"
47,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241986,S,INS,Inspection/Evaluation,PCE,PCE On-Site,09-13-1994,CAASIP
48,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241987,S,INS,Inspection/Evaluation,PCE,PCE On-Site,09-13-1994,"CAANSPS, CAASIP"
49,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241988,S,INS,Inspection/Evaluation,PCE,PCE On-Site,09-25-1996,"CAANSPS, CAASIP"
50,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241989,S,INS,Inspection/Evaluation,PCE,PCE On-Site,07-28-1997,"CAANSPS, CAASIP"
51,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241990,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-06-1998,"CAANSPS, CAASIP"
52,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241991,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-22-1999,"CAANSPS, CAASIP"
53,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241992,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-26-2000,"CAANSPS, CAASIP"
54,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241993,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-26-2001,"CAANSPS, CAASIP"
55,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241994,S,INS,Inspection/Evaluation,PCE,PCE On-Site,07-16-2002,"CAANSPS, CAASIP, CAATVP"
56,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241995,S,INS,Inspection/Evaluation,PCE,PCE On-Site,07-12-2003,"CAANSPS, CAASIP, CAATVP"
57,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241996,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-29-2004,"CAANSPS, CAASIP, CAATVP"
58,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241997,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-30-2005,"CAANSPS, CAASIP, CAATVP"
59,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241998,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-29-2006,"CAANSPS, CAASIP, CAATVP"
60,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401241999,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-19-2007,"CAANESH, CAANSPS, CAASIP, CAATVP"
61,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242000,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-13-2008,"CAAMACT, CAANESH, CAANSPS, CAASIP, CAATVP"
62,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242001,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-15-2009,"CAAMACT, CAANESH, CAANSPS, CAASIP, CAATVP"
63,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242002,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-17-2010,"CAAMACT, CAANSPS, CAASIP, CAATVP"
64,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242003,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-14-2011,"CAAMACT, CAANSPS, CAASIP, CAATVP"
65,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242004,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-28-2012,"CAAMACT, CAANSPS, CAASIP, CAATVP"
66,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242005,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-16-1993,"CAANSPS, CAASIP"
67,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242026,S,INS,Inspection/Evaluation,FOO,FCE On-Site,07-16-2002,"CAANSPS, CAASIP, CAATVP"
68,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242027,S,INS,Inspection/Evaluation,FOO,FCE On-Site,07-12-2003,"CAANSPS, CAASIP, CAATVP"
69,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242028,S,INS,Inspection/Evaluation,FOO,FCE On-Site,04-29-2004,"CAANSPS, CAASIP, CAATVP"
70,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242029,S,INS,Inspection/Evaluation,FOO,FCE On-Site,06-30-2005,"CAANSPS, CAASIP, CAATVP"
71,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242030,S,INS,Inspection/Evaluation,FOO,FCE On-Site,08-02-2006,"CAANSPS, CAASIP, CAATVP"
72,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242031,S,INS,Inspection/Evaluation,FOO,FCE On-Site,09-25-2007,"CAANSPS, CAASIP, CAATVP"
73,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242032,S,INS,Inspection/Evaluation,FOO,FCE On-Site,05-13-2008,"CAAMACT, CAANSPS, CAASIP, CAATVP"
74,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242033,S,INS,Inspection/Evaluation,FOO,FCE On-Site,04-15-2009,"CAAMACT, CAANSPS, CAASIP, CAATVP"
75,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242034,S,INS,Inspection/Evaluation,FOO,FCE On-Site,05-17-2010,"CAAMACT, CAANSPS, CAASIP, CAATVP"
76,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242035,S,INS,Inspection/Evaluation,FOO,FCE On-Site,08-25-2011,"CAAMACT, CAANSPS, CAASIP, CAATVP"
77,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242036,S,INS,Inspection/Evaluation,FOO,FCE On-Site,06-26-2012,"CAAMACT, CAANSPS, CAASIP, CAATVP"
78,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242037,S,INS,Inspection/Evaluation,FOO,FCE On-Site,06-26-2013,"CAAMACT, CAANSPS, CAASIP, CAATVP"
79,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242038,S,INS,Inspection/Evaluation,PFF,PCE Off-Site,11-10-2005,CAANSPS
80,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242039,S,INS,Inspection/Evaluation,PFF,PCE Off-Site,08-07-2006,CAATVP
81,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3401242040,S,INS,Inspection/Evaluation,PFF,PCE Off-Site,05-01-2007,CAATVP
82,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3600727432,S,INS,Inspection/Evaluation,FOO,FCE On-Site,11-14-2014,"CAAMACT, CAANSPS, CAASIP, CAATVP"
83,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3600870529,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-22-2016,"CAAMACT, CAANSPS, CAASIP, CAATVP"
84,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3600899025,S,INS,Inspection/Evaluation,FOO,FCE On-Site,01-03-2017,"CAAMACT, CAANSPS, CAASIP, CAATVP"
85,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3601920745,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-25-2019,"CAAGACTM, CAAMACT, CAANSPS, CAASIP, CAATVP"
86,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3601960855,S,INS,Inspection/Evaluation,FOO,FCE On-Site,08-29-2019,"CAAGACTM, CAAMACT, CAANSPS, CAASIP, CAATVP"
87,NUSTAR -  JACKSONVILLE,30.379654,-81.63455400000002,http://echo.epa.gov/detailed-facility-report?fid=110042048904,FL0000001203100028,3601987360,E,INS,Inspection/Evaluation,PCE,PCE On-Site,06-25-2019,"CAAMACT, CAATVP"
88,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FL0000001203100124,3401292480,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-22-1992,CAASIP
89,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FL0000001203100124,3401292481,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-14-1993,CAASIP
90,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FL0000001203100124,3401292482,S,INS,Inspection/Evaluation,PCE,PCE On-Site,04-14-1994,CAASIP
91,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FL0000001203100124,3401292483,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-21-1994,CAASIP
92,AMERICAN NATIONAL CAN CO.,30.35098,-81.72537,http://echo.epa.gov/detailed-facility-report?fid=110000869007,FL0000001203100124,3401292484,S,INS,Inspection/Evaluation,PCE,PCE On-Site,05-28-1996,CAASIP
93,"CONTINENTAL FLORIDA MATERIALS, INC.",30.32146,-81.62791999999997,http://echo.epa.gov/detailed-facility-report?fid=110039632225,FL0000001203100132,3401297654,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-10-2009,CAASIP
94,"CONTINENTAL FLORIDA MATERIALS, INC.",30.32146,-81.62791999999997,http://echo.epa.gov/detailed-facility-report?fid=110039632225,FL0000001203100132,3401297655,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-06-2011,CAASIP
95,"CONTINENTAL FLORIDA MATERIALS, INC.",30.32146,-81.62791999999997,http://echo.epa.gov/detailed-facility-report?fid=110039632225,FL0000001203100132,3401297656,S,INS,Inspection/Evaluation,PCE,PCE On-Site,10-06-2011,CAASIP
96,"CONTINENTAL FLORIDA MATERIALS, INC.",30.32146,-81.62791999999997,http://echo.epa.gov/detailed-facility-report?fid=110039632225,FL0000001203100132,3401297657,S,INS,Inspection/Evaluation,PCE,PCE On-Site,10-10-2012,CAASIP
97,"CONTINENTAL FLORIDA MATERIALS, INC.",30.32146,-81.62791999999997,http://echo.epa.gov/detailed-facility-report?fid=110039632225,FL0000001203100132,3401297658,S,INS,Inspection/Evaluation,PCE,PCE On-Site,10-23-2013,CAASIP
98,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261849,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-10-1992,CAASIP
99,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261850,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-10-1992,"CAANESH, CAANSPS, CAASIP"
100,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261851,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-30-1993,CAASIP
101,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261852,S,INS,Inspection/Evaluation,PCE,PCE On-Site,11-30-1993,"CAANESH, CAANSPS, CAASIP"
102,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261853,S,INS,Inspection/Evaluation,PCE,PCE On-Site,07-14-1995,"CAANESH, CAANSPS, CAASIP"
103,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261854,S,INS,Inspection/Evaluation,PCE,PCE On-Site,02-27-1996,"CAANESH, CAANSPS, CAASIP"
104,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261855,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-14-1997,"CAANESH, CAANSPS, CAASIP"
105,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261856,S,INS,Inspection/Evaluation,PCE,PCE On-Site,06-24-1998,"CAANESH, CAANSPS, CAASIP"
106,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261857,S,INS,Inspection/Evaluation,PCE,PCE On-Site,12-31-1998,"CAANESH, CAANSPS, CAASIP"
107,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261858,S,INS,Inspection/Evaluation,PCE,PCE On-Site,01-13-2000,"CAANESH, CAANSPS, CAASIP"
108,JEA,30.35142,-81.63268000000002,http://echo.epa.gov/detailed-facility-report?fid=110000736419,FL0000001203100166,3401261859,S,INS,Inspection/Evaluation,PCE,PCE On-Site,03-12-2001,"CAANESH, CAANSPS, CAASIP"
