REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_FIPS_CODE,FAC_EPA_REGION,FAC_INDIAN_CNTRY_FLG,FAC_FEDERAL_FLG,FAC_US_MEX_BORDER_FLG,FAC_CHESAPEAKE_BAY_FLG,FAC_NAA_FLAG,FAC_LAT,FAC_LONG,FAC_MAP_ICON,FAC_COLLECTION_METHOD,FAC_REFERENCE_POINT,FAC_ACCURACY_METERS,FAC_DERIVED_TRIBES,FAC_DERIVED_HUC,FAC_DERIVED_WBD,FAC_DERIVED_STCTY_FIPS,FAC_DERIVED_ZIP,FAC_DERIVED_CD113,FAC_DERIVED_CB2010,FAC_PERCENT_MINORITY,FAC_POP_DEN,FAC_MAJOR_FLAG,FAC_ACTIVE_FLAG,FAC_MYRTK_UNIVERSE,FAC_INSPECTION_COUNT,FAC_DATE_LAST_INSPECTION,FAC_DAYS_LAST_INSPECTION,FAC_INFORMAL_COUNT,FAC_DATE_LAST_INFORMAL_ACTION,FAC_FORMAL_ACTION_COUNT,FAC_DATE_LAST_FORMAL_ACTION,FAC_TOTAL_PENALTIES,FAC_PENALTY_COUNT,FAC_DATE_LAST_PENALTY,FAC_LAST_PENALTY_AMT,FAC_QTRS_WITH_NC,FAC_PROGRAMS_WITH_SNC,FAC_COMPLIANCE_STATUS,FAC_SNC_FLG,FAC_3YR_COMPLIANCE_HISTORY,AIR_FLAG,NPDES_FLAG,SDWIS_FLAG,RCRA_FLAG,TRI_FLAG,GHG_FLAG,AIR_IDS,CAA_PERMIT_TYPES,CAA_NAICS,CAA_SICS,CAA_EVALUATION_COUNT,CAA_DAYS_LAST_EVALUATION,CAA_INFORMAL_COUNT,CAA_FORMAL_ACTION_COUNT,CAA_DATE_LAST_FORMAL_ACTION,CAA_PENALTIES,CAA_LAST_PENALTY_DATE,CAA_LAST_PENALTY_AMT,CAA_QTRS_WITH_NC,CAA_COMPLIANCE_STATUS,CAA_HPV_FLAG,CAA_3YR_COMPL_QTRS_HISTORY,NPDES_IDS,CWA_PERMIT_TYPES,CWA_COMPLIANCE_TRACKING,CWA_NAICS,CWA_SICS,CWA_INSPECTION_COUNT,CWA_DAYS_LAST_INSPECTION,CWA_INFORMAL_COUNT,CWA_FORMAL_ACTION_COUNT,CWA_DATE_LAST_FORMAL_ACTION,CWA_PENALTIES,CWA_LAST_PENALTY_DATE,CWA_LAST_PENALTY_AMT,CWA_QTRS_WITH_NC,CWA_COMPLIANCE_STATUS,CWA_SNC_FLAG,CWA_13QTRS_COMPL_HISTORY,CWA_13QTRS_EFFLNT_EXCEEDANCES,CWA_3_YR_QNCR_CODES,RCRA_IDS,RCRA_PERMIT_TYPES,RCRA_NAICS,RCRA_INSPECTION_COUNT,RCRA_DAYS_LAST_EVALUATION,RCRA_INFORMAL_COUNT,RCRA_FORMAL_ACTION_COUNT,RCRA_DATE_LAST_FORMAL_ACTION,RCRA_PENALTIES,RCRA_LAST_PENALTY_DATE,RCRA_LAST_PENALTY_AMT,RCRA_QTRS_WITH_NC,RCRA_COMPLIANCE_STATUS,RCRA_SNC_FLAG,RCRA_3YR_COMPL_QTRS_HISTORY,SDWA_IDS,SDWA_SYSTEM_TYPES,SDWA_INFORMAL_COUNT,SDWA_FORMAL_ACTION_COUNT,SDWA_COMPLIANCE_STATUS,SDWA_SNC_FLAG,TRI_IDS,TRI_RELEASES_TRANSFERS,TRI_ON_SITE_RELEASES,TRI_OFF_SITE_TRANSFERS,TRI_REPORTER_IN_PAST,FEC_CASE_IDS,FEC_NUMBER_OF_CASES,FEC_LAST_CASE_DATE,FEC_TOTAL_PENALTIES,GHG_IDS,GHG_CO2_RELEASES,DFR_URL,FAC_SIC_CODES,FAC_NAICS_CODES,FAC_DATE_LAST_INSPECTION_EPA,FAC_DATE_LAST_INSPECTION_STATE,FAC_DATE_LAST_FORMAL_ACT_EPA,FAC_DATE_LAST_FORMAL_ACT_ST,FAC_DATE_LAST_INFORMAL_ACT_EPA,FAC_DATE_LAST_INFORMAL_ACT_ST,FAC_FEDERAL_AGENCY,TRI_REPORTER,FAC_IMP_WATER_FLG,EJSCREEN_FLAG_US
110012549894,ABES WRECKER SERVICE,3261A PHILLIPS HWY,JACKSONVILLE,FL,32207.0,DUVAL,12031,4.0,N,,,,,30.294895,-81.638265,RCRA-IC-MN-N.png,INTERPOLATION-PHOTO,POINT WHERE SUBSTANCE IS MONITORED,5,,3080103,30801031405,12031,32207,5,120310006002027,40.29,3046.84,,,NNN,0,09/21/2001,6855.0,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLR000081042,Other,48841 811198 811122 811191,,6854.0,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110012549894,,48841 811198 811122 811191,,09/21/2001,,,,,,,,Y
110043863165,KINDRED HOSPITAL NORTH FLORIDA,801 OAK ST,GREEN COVE SPRINGS,FL,32043.0,CLAY,12019,4.0,N,,,,,29.98833,-81.68234,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,,3080103,30801031204,12019,32043,5,120190314001018,25.925,514.35,,Y,NNN,0,,,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLR000178087,VSQG,622110,,,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110043863165,,622110,,,,,,,,,,N
110067436028,FULL - TILT,659 HICKMAN CIR,SANFORD,FL,32771.0,,12117,4.0,N,,,,,28.816667,-81.33184200000002,CWA-IA-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,3080101,30801011304,12117,32771,5,121170206002051,40.726,1469.06,,,NNN,0,,,0,,0,,0,,,,0.0,0,,N,            ,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,FLR10PY54,Minor,Off,,,,,,,,,,,0.0,Terminated Permit,N,             ,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110067436028,,,,,,,,,,,Y,Y
110012539529,SUBURBAN WRECKER,212 N JOHN YOUNG PARKWAY,ORLANDO,FL,32805.0,ORANGE,12095,4.0,N,,,,,28.545545,-81.41409300000002,RCRA-IC-MN-N.png,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,5,,3090101,30901010301,12095,32805,5,120950183004065,68.36,3360.47,,Y,NNN,0,10/03/2000,7208.0,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLR000069302,VSQG,,,7207.0,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110012539529,,,,10/03/2000,,,,,,,,Y
110070263415,PRINCETON OAKS,3401 WD JUDGE DR,ORLANDO,FL,32808.0,,12095,4.0,N,,,,,28.55996,-81.41942,CWA-IA-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,3080101,30801011403,12095,32808,5,120950187002012,72.243,3230.89,,,NNN,0,,,0,,0,,0,,,,0.0,0,,N,________U   ,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,FLR20CF03,Minor,Off,,,,,,,,,,,0.0,Terminated Permit,N,_________U   ,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110070263415,,,,,,,,,,,,Y
110022835547,LOWER EASTSIDE DRAINAGE IMPROV,EAST OF HAINES STREET EXPRESSW,JACKSONVILLE,FL,0.0,DUVAL,12031,4.0,N,,,,,30.333611,-81.633889,CWA-IA-MN-N.png,INTERPOLATION-PHOTO,,64291,,3080103,30801031503,12031,32206,5,120310174002023,61.764,3189.04,,,NNN,0,,,0,,0,,0,,,,0.0,0,,N,            ,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,FLR10AV92,Minor,Off,,,,,,,,,,,0.0,Terminated Permit,N,             ,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110022835547,,,,,,,,,,,Y,Y
110036561431,WHEATLEY ELEMENTARY SCHOOL,2 W 18TH ST,APOPKA,FL,32703.0,ORANGE,12095,4.0,N,,,,,28.657043,-81.512805,RCRA-IC-MN-N.png,INTERPOLATION-PHOTO,POINT WHERE WATER OR OTHER SUBSTANCE COULD BE DRAWN FROM ENVIRONMENT FOR DELIVERY TO A FACILITY OR DISTRIBUTION SYSTEM (SUBSTANCE DESTINATION COULD RANGE FROM A SINGLE RESIDENCE TO A LARGE FACILITY),10,,3080101,30801011402,12095,32703,5,120950176003082,57.747,1594.87,,Y,NNN,0,,,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLR000159574,VSQG,611110,,,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110036561431,,611110,,,,,,,,,,Y
110002545997,"SOUTHEAST TOYOTA DISTRIBUTORS, LLC.",1751 TALLEYRAND AVE,JACKSONVILLE,FL,32206.0,DUVAL,12031,4.0,N,,,,,30.34456,-81.62812,MULT-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,,3080103,30801031503,12031,32206,5,120310174002001,62.471,3322.06,,Y,NNN,0,07/05/2011,3281.0,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,Y,N,N,Y,N,N,FL0000001203100290,Synthetic Minor Emissions,999999,5012,,3280.0,,,,,,,0.0,No Violation Identified,N,____________,,,,,,,,,,,,,,,,N,,,,FLD981475858,VSQG,,,3354.0,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110002545997,5012,42311 999999,,07/05/2011,,,,,,,,Y
110002530011,ORLANDO PAVING COMPANY - HIAWASSEE RD,2411 HIAWASSEE ROAD,ORLANDO,FL,32804.0,ORANGE,12095,4.0,N,,,,,28.574693,-81.476008,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,3080101,30801011402,12095,32818,5,120950149081010,78.57,4140.44,,,NNN,0,,,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLD038490611,Other,,,,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110002530011,,,,,,,,,,,,Y
110000361876,FIRESTONE BUILDING PRODUCTS CO,6831 STUART AVENUE,JACKSONVILLE,FL,32254.0,DUVAL,12031,4.0,N,,,,,30.318056,-81.759721,MULT-IC-MN-1.png,GPS CARRIER PHASE STATIC RELATIVE POSITION,FACILITY CENTROID,4,,3080103,30801031402,12031,32254,5,120310121001023,43.229,1769.98,,Y,NNN,3,10/28/2019,244.0,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,Y,Y,N,Y,Y,N,FL0000001203100486,Synthetic Minor Emissions,326140,3086,3.0,243.0,,,,,,,0.0,No Violation Identified,N,____________,FLR05C077,Minor,On,,3086,,6906.0,,,,,,,0.0,No Violation Identified,N,_____________,,,FLD984194621,VSQG,326150,,8962.0,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,32205THRML6831S,3459.0,8.0,3451.0,Y,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110000361876,3086,326140 326150 32615 3261 332813,,10/28/2019,,,,,,Y,Y,Y
110035698448,SOUTH EASTERN INVESTMENT PROPERTIES,7131 GRAND NATIONAL DR,ORLANDO,FL,32819.0,ORANGE,12095,4.0,N,,,,,28.458638,-81.45622,RCRA-IC-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,50,,3090101,30901010301,12095,32819,5,120950170012014,61.335,2204.18,,Y,NNN,0,,,0,,0,,0,,,,0.0,0,No Violation Identified,N,____________,N,N,N,Y,N,N,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,FLTMP9002159 FLTMP9002210,VSQG,,,,,,,,,,0.0,No Violation Identified,N,____________,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110035698448,,,,,,,,,,,,Y
110000736419,JEA,2221 BUCKMAN STREET,JACKSONVILLE,FL,32206.0,DUVAL,12031,4.0,N,,,,,30.35142,-81.63268000000002,CAA-IC-MJ-2.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,,3080103,30801031503,12031,32206,5,120310003003017,66.893,3384.12,Y,Y,NNN,3,06/19/2019,375.0,0,02/20/2013,0,05/15/2015,0,,05/15/2015,7000.0,0.0,0,No Violation Identified,N,____________,Y,N,N,N,N,N,FL0000001203100166,Major Emissions,221320,4952,3.0,374.0,,,05/15/2015,,05/15/2015,7000.0,0.0,No Violation Identified,N,____________,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,04-1977-0039 FL000A0000120310016600045 FL000A0000120310016600046 FL000A0000120310016600047 FL000A0000120310016600052 FL000A0000120310016600143 FL000A200129930,,05/20/1983,,,,http://echo.epa.gov/detailed-facility-report?fid=110000736419,4952,221320,,06/19/2019,05/20/1983,05/15/2015,,02/20/2013,,,,Y
110037458505,FEDEX GROUND - SANFORD,451 MONROE RD,SANFORD,FL,32771.0,SEMINOLE,12117,4.0,N,,,,,28.81827,-81.32276999999998,CWA-IA-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,,3080101,30801011303,12117,32771,5,121170206002048,46.84,1602.89,,,NNN,0,01/12/2012,3090.0,0,,0,,0,,,,0.0,0,,N,            ,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,FLR05G784,Minor,Off,,4215,,3089.0,,,,,,,0.0,Terminated Permit,N,             ,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110037458505,4215,,,01/12/2012,,,,,,,,Y
110024392307,RAMONA BOULEVARD HOSPICE,5450 RAMONA BOULEVARD,JACKSONVILLE,FL,32205.0,DUVAL,12031,4.0,N,,,,,30.314120000000006,-81.7404,CWA-IA-MN-N.png,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,30,,3080103,30801031402,12031,32205,5,120310121002009,44.242,2383.49,,,NNN,0,,,0,,0,,0,,,,0.0,0,,N,            ,N,Y,N,N,N,N,,,,,,,,,,,,,,,N,,FLR10BR33,Minor,Off,,,,,,,,,,,0.0,Terminated Permit,N,             ,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,,,,,,,http://echo.epa.gov/detailed-facility-report?fid=110024392307,,,,,,,,,,,,Y
