,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,Index,NPDES_ID,ACTIVITY_ID,ACTIVITY_TYPE_CODE,COMP_MONITOR_TYPE_CODE,COMP_MONITOR_TYPE_DESC,STATE_EPA_FLAG,ACTUAL_BEGIN_DATE,ACTUAL_END_DATE,ACTIVITY_OUTCOME_CODE,ACTIVITY_OUTCOME_DESC
43,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,3000040355,INS,CEI,Evaluation,S,05/24/2012,05/24/2012,,
44,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335004,INS,CEI,Evaluation,S,,03/06/2006,,
45,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,3000003620,INS,ROS,Reconnaissance without Sampling,S,02/06/2012,02/06/2012,,
46,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335000,INS,CEI,Evaluation,S,,06/16/2010,,
47,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335003,INS,CEI,Evaluation,S,,03/09/2004,,
48,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,3601548379,INS,CEI,Evaluation,S,06/22/2018,06/22/2018,,
49,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335006,INS,CEI,Evaluation,S,,06/23/2003,,
50,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400334997,INS,CEI,Evaluation,S,,04/15/2008,,
51,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335005,INS,CEI,Evaluation,S,,06/11/2007,,
52,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400334998,INS,CEI,Evaluation,S,,09/02/2009,,
53,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2600031830,INS,CEI,Evaluation,S,02/22/2011,02/22/2011,,
54,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,3400110549,INS,CEI,Evaluation,S,04/15/2013,04/15/2013,,
55,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335001,INS,ROS,Reconnaissance without Sampling,S,,06/25/2009,,
56,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400335002,INS,CEI,Evaluation,S,,03/02/2005,,
57,PREFERRED MATERIALS-DIVISION STREET READY MIX PLANT,28.517246999999998,-81.384675,http://echo.epa.gov/detailed-facility-report?fid=110010051763,FLG110116,110010051763,2400334999,INS,ROS,Reconnaissance without Sampling,S,,03/08/2010,,
58,ACME AUTO PARTS INC,30.335278000000002,-81.696111,http://echo.epa.gov/detailed-facility-report?fid=110005661729,FLR05G739,110005661729,3000075488,INS,CEI,Evaluation,S,06/14/2012,06/14/2012,,
59,"BRONZ-GLOW TECHNOLOGIES, INC.",30.32903,-81.63176999999997,http://echo.epa.gov/detailed-facility-report?fid=110044251966,FLR05H185,110044251966,3601971246,INS,CEI,Evaluation,S,08/14/2019,08/14/2019,,
60,CHARLES BOOBIE CLARK PARK,30.398583000000002,-81.729028,http://echo.epa.gov/detailed-facility-report?fid=110041959100,FLR10JO14,110041959100,3400174580,INS,CEI,Evaluation,S,07/11/2013,07/11/2013,,
61,TAPESTRY WESTLAND VILLAGE APARTMENTS,30.204411,-81.74874100000002,http://echo.epa.gov/detailed-facility-report?fid=110070546831,FLR20CT67,110070546831,3602002647,INS,CEI,Evaluation,S,09/24/2019,09/24/2019,,
62,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,FLRNEE445,110031019083,2400333525,INS,CEI,Evaluation,S,,02/18/2010,,
63,"AMAZON.COM.DEDC, LLC - UFL4/DMO1",28.459609999999998,-81.44072,http://echo.epa.gov/detailed-facility-report?fid=110067432040,FLRNEF358,110067432040,3600739790,INS,CEI,Evaluation,S,05/17/2016,05/17/2016,,
64,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400314770,INS,CEI,Evaluation,S,,05/26/1994,,
65,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400314771,INS,AU1,Audit,S,,04/30/1993,,
66,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317119,INS,CEI,Evaluation,S,,09/06/1994,,
67,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317122,INS,CEI,Evaluation,S,,09/30/1998,,
68,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317123,INS,CEI,Evaluation,S,,11/18/1996,,
69,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317134,INS,CEI,Evaluation,S,,10/29/2002,,
70,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,3000061527,INS,CEI,Evaluation,S,09/12/2012,09/12/2012,,
71,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,3400121106,INS,CEI,Evaluation,S,05/16/2013,05/16/2013,,
72,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,3601436351,INS,CEI,Evaluation,S,05/09/2018,05/09/2018,,
73,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317125,INS,CEI,Evaluation,S,,09/18/2008,,
74,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317131,INS,CEI,Evaluation,S,,01/24/2001,,
75,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317127,INS,CEI,Evaluation,S,,06/17/2010,,
76,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317133,INS,CEI,Evaluation,S,,11/20/2001,,
77,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317132,INS,CEI,Evaluation,S,,11/17/1999,,
78,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317130,INS,CEI,Evaluation,S,,10/30/2006,,
79,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317129,INS,CEI,Evaluation,S,,09/21/2004,,
80,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317120,INS,CEI,Evaluation,S,,01/11/1996,,
81,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317135,INS,CEI,Evaluation,S,,07/31/2003,,
82,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317121,INS,CEI,Evaluation,S,,09/24/1997,,
83,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317128,INS,CEI,Evaluation,S,,07/21/2005,,
84,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317124,INS,CEI,Evaluation,E,,06/14/1984,,
85,TRANSMONTAIGNE JACKSONVILLE TERMINAL,30.36022100000001,-81.624546,http://echo.epa.gov/detailed-facility-report?fid=110000871593,FL0001350,110000871593,2400317126,INS,CEI,Evaluation,S,,07/22/2009,,
86,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330739,INS,CEI,Evaluation,S,,06/16/2010,,
87,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330740,INS,CEI,Evaluation,S,,04/23/2007,,
88,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330741,INS,CEI,Evaluation,S,,09/18/2006,,
89,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2600031832,INS,CEI,Evaluation,S,02/22/2011,02/22/2011,,
90,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,3602186381,INS,CEI,Evaluation,S,04/28/2020,04/28/2020,,
91,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,3400079573,INS,ROS,Reconnaissance without Sampling,S,01/11/2013,01/11/2013,,
92,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330737,INS,CEI,Evaluation,S,,05/21/2008,,
93,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330733,INS,CEI,Evaluation,S,,07/29/2008,,
94,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,3000015259,INS,CEI,Evaluation,S,03/08/2012,03/08/2012,,
95,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330738,INS,CEI,Evaluation,S,,09/02/2009,,
96,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330736,INS,ROS,Reconnaissance without Sampling,S,,08/04/2008,,
97,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330735,INS,CEI,Evaluation,S,,05/19/2009,,
98,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,3400110561,INS,CEI,Evaluation,S,04/15/2013,04/15/2013,,
99,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,3600438714,INS,CEI,Evaluation,S,11/04/2015,11/04/2015,,
100,CEMEX - ATLANTA AVE READY MIX PLANT,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110025310535,FLG110735,110025310535,2400330734,INS,ROS,Reconnaissance without Sampling,S,,04/15/2008,,
101,EXCEL CHEMICAL CO INC,30.328409999999998,-81.68984,http://echo.epa.gov/detailed-facility-report?fid=110009069239,FLR05A969,110009069239,2400336782,INS,CEI,Evaluation,S,,02/17/2010,,
102,FEDEX GROUND,28.463611,-81.41,http://echo.epa.gov/detailed-facility-report?fid=110009077587,FLR05D049,110009077587,3400296020,INS,CEI,Evaluation,S,09/15/2014,09/15/2014,,
103,LAYNE INLINER LLC,28.803967999999998,-81.294315,http://echo.epa.gov/detailed-facility-report?fid=110005637329,FLR05H618,110005637329,3600833518,INS,CEI,Evaluation,S,09/29/2016,09/29/2016,,
104,FLORIDA WILBERT INC,30.361259999999998,-81.71502,http://echo.epa.gov/detailed-facility-report?fid=110005622718,FLRNEE354,110005622718,2600006510,INS,CEI,Evaluation,S,02/15/2011,02/15/2011,,
105,ITT WATER & WASTEWASTER FLORID,28.644809999999996,-81.46493000000002,http://echo.epa.gov/detailed-facility-report?fid=110037479975,FLRNEE718,110037479975,3601182469,INS,CEI,Evaluation,S,09/01/2017,09/01/2017,,
106,"SUN PROFESSIONAL SUPPLY, LLC",30.325844,-81.740984,http://echo.epa.gov/detailed-facility-report?fid=110040321602,FLRNEE796,110040321602,3600481240,INS,CEI,Evaluation,S,12/11/2015,12/11/2015,,
107,"SUN PROFESSIONAL SUPPLY, LLC",30.325844,-81.740984,http://echo.epa.gov/detailed-facility-report?fid=110040321602,FLRNEE796,110040321602,3602207763,INS,CEI,Evaluation,S,05/11/2020,05/11/2020,,
108,NESSMITH DIE CUTTING & FINISHI,30.339444,-81.645833,http://echo.epa.gov/detailed-facility-report?fid=110043278226,FLRNEE929,110043278226,2600043176,INS,CEI,Evaluation,S,07/07/2011,07/07/2011,,
109,A-1 AUTO SALVAGE INC,28.637964,-81.466181,http://echo.epa.gov/detailed-facility-report?fid=110011348559,FLR05A941,110011348559,2400330119,INS,CEI,Evaluation,S,,08/16/2001,,
110,ATLAS SOUTHEAST PAPERS INC,28.80466,-81.30818000000002,http://echo.epa.gov/detailed-facility-report?fid=110063617616,FLR05H755,110063617616,3600784796,INS,CEI,Evaluation,S,06/21/2016,06/21/2016,,
111,"COCA-COLA BEVERAGES FLORIDA, LLC - GAINESVILLE",29.651940000000003,-82.31368,http://echo.epa.gov/detailed-facility-report?fid=110070147745,FLR05I130,110070147745,3601395600,INS,CEI,Evaluation,S,03/14/2018,03/14/2018,,
112,DAY TREATMENT WING AT EUGENE B,30.336389,-81.685556,http://echo.epa.gov/detailed-facility-report?fid=110043250406,FLR10KB63,110043250406,2600027755,INS,CEI,Evaluation,S,05/19/2011,05/19/2011,,
113,NAPA AUTO PARTS,30.33608,-81.63682,http://echo.epa.gov/detailed-facility-report?fid=110037479939,FLRNEE714,110037479939,3600193464,INS,CEI,Evaluation,S,03/16/2015,03/16/2015,,
114,"ALL PURPOSE PRINTING & GRAPHICS, INC",30.28875,-81.64395999999998,http://echo.epa.gov/detailed-facility-report?fid=110054138731,FLRNEF112,110054138731,3000075538,INS,CEI,Evaluation,S,09/28/2012,09/28/2012,,
115,AEROJET ROCKETDYNE COLEMAN AEROSPACE INC,28.454204999999998,-81.45156800000002,http://echo.epa.gov/detailed-facility-report?fid=110070064675,FLRNEF458,110070064675,3601812228,INS,CEI,Evaluation,S,03/20/2019,03/20/2019,,
116,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314235,INS,CEI,Evaluation,S,,05/25/1983,,
117,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314232,INS,CEI,Evaluation,S,,10/22/1985,,
118,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314240,INS,CEI,Evaluation,S,,03/13/1979,,
119,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314217,INS,CEI,Evaluation,E,,02/14/1989,,
120,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314195,INS,CEI,Evaluation,E,,05/20/1993,,
121,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314282,INS,CEI,Evaluation,E,,04/13/1999,,
122,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314279,INS,CEI,Evaluation,S,10/18/2006,10/18/2006,,
123,GAINESVILLE REGIONAL UTILITIES,29.63392,-82.32635,http://echo.epa.gov/detailed-facility-report?fid=110064648957,FL0027251,110064648957,2400314294,INS,CBI,Biomonitoring,S,,04/01/2002,,
